"BookID","Title","Theme","Category","Publisher","PublicationYear","ISBN","CoverType","Origin","Shelf","CopiesNo","FotocopiesNo","Includes"
"2719","Scenario-Based Design: Envisioning Work and Technology in System Development","The book discusses an array of scenario - based design approaches and demonstrates their practical applications across the system development life cycle, from requirements analysis and software design, to documentation, training, and prototype evaluation.","book","John Wiley & Sons","1995","0471076597","hardbound","CS","","1","1",""
"2720","Auditory  User Interfaces:  Towards the Speaking Computer","The book describes a speech-enabling approach that separates computation form the user interface and integrates speech into the human-computer interaction. The Auditory User Interfaces (AUI) works directly with the computational core of the application, the same as the Graphical User Interface.","book","Kluwer Academic Publishers","1997","0792399846","hardbound","CS","","1","0",""
"2722","Understanding Comics: The Invisible Art","In one lucid, well-designed chapter after another, he guides us through the elements of comics style, and … how words combine with pictures to work their singular magic.","book","HarperPerennial","1994","006097625X","paperback","CS","","1","0",""
"2723","The Customer Loyalty Report","Maximise the loyalty potential and profits of your business","book","SJB Services","1996","190018025","spiral","CS","","1","0",""
"2724","Computational Geometry : Thirteenth Annual Symposium","Proceedings of the Thirteenth Annual Symposium on Computational Geometry, June 4-6, 1997, Centre Universitaire Mediterraneen, Nice, France","proceedings","ACM Press","1997","0897918789","paperback","CS","","1","0",""
"2725","Advancement of Assistive Technology","The AAATE 97 Conference in Porto Carras Greece is the fourth European Conference for the Advancement of Assistive Technology that commenced in 1990 (former ECART Conference). The proceedings contain 85 quality peer reviewed papers from 15 countries in the area of rehabilitation and assistive Technology that set the tone for future developments in this field of science.","proceedings","IOS Press","1997","9051993617","hardbound","CS","","1","0",""
"2726","Core Visual basic 5 (The Core Series)","Core Visual Basic 5 thoroughly covers the key features and functions you must master in order to take full advantage of the vast new power built into VB5","book","Prentice-Hall","1997","0137483287","paperback","CS","","1","0","1 CD-ROM"
"2727","Adaption and Learning in Multi-Agent  Systems","This book is based on the workshop on Adation and Learning in Multi-Agent Systems, held in conjunction with the International Joint Conference on Artificial Intelligence, IJCAI  '95, in Montreal, Canada, August 1995.","book","Springer","1996","3540609237","paperback","CS","","1","0",""
"2728","Beyond Calculation: The Next Fifty Years of Computing","Twenty-four of the world's leading experts tell us about the future of computers in business, in science and in our lives.","book","Springer","1997","0837949321","hardbound","CS","","1","0",""
"2729","Communication and Cooperation in Agent Systems:  A Pragmatic Theory","This book is devoted to the design and analysis of techniques enabling intelligent and dynamic cooperation and communication among agents in a distributed environment.","book","Springer","1995","3540610448","paperback","Cs","","1","0",""
"2730","Cooperative Information Agents","Proceedings of the First International Workshop, CIA '97, Kiel, Germany, February 1997.","proceedings","Springer","1997","3540625917","paperback","CS","","1","0",""
"2731","Creating  Personalities for Synthetic  Actors:Towards Autonomous Personality Agents","This volume presents the state of the art in research and development in making synthetic actors more autonomous.","book","Springer","1997","3540627359","paperback","CS","","1","0",""
"2732","Artificial Social Systems","4th European Workshop on Modelling Autonomous Agents in a Multi-Agent World, MAAMAW '92, S. Martino al Cimino, Italy, July 1992","proceedings","Springer","1994","3540582665","paperback","CS","","1","0",""
"2733","From Reaction to Cognition","5th European Workshop on Modelling Autonomous Agents in a Multi-Agent World, MAAMAW '93, Neuchatel, Switzerland, August 1993.","proceedings","Springer","1995","3540601554","paperback","CS","","1","0",""
"2734","Hypermedia Systems and Applications: World Wide Web and Beyond","This is the first comprehensive book on hypermedia and the World Wide Web that  includes features of the second generation systems. The new hypermedia system Hyperwave is described in detail.","book","Springer","1997","3540626972","paperback","CS","","1","0",""
"2735","Intelligent  Agent  Systems: Theoretical and Practical Issues","This book presents 12 revised full chapters grouped around three main topics in intelligent agent systems, namely agent architectures, formal theories of rationality, and cooperation and collaboration. This book is based on the Workshop on Theoretical and Practical Foundations of Intelligent Agents held at the fourth Pasific Rim International Conference on AI in Cairns, Australia, August 1996.","book","Springer","1997","3540626867","paperback","CS","","1","0",""
"2736","Intelligent  Agents","Proceedings of ECAI-94 Workshop on Agent Theories, Architectures, and languages, Amsterdam, The Netherlands, August 1994.","proceedings","Springer","1995","3540588558","paperback","CS","","1","0",""
"2737","Intelligent Agents III: Agent Theories, Architectures, and Languages","This book presents carefully revised papers accepted for presentation at the third workshop on Agent Theories, Architectures, and Languages (ATAL '96), held in conjunction with the European Conference on Artificial Intelligence (ECAI '96) in Budapest, Hungary, August 1996.","proceedings","Springer","1997","3540625070","paperback","CS","","1","0",""
"2738","Mobile Agents","Proceedings of the First International Workshop, MA '97, Berlin, Germany, April 1997.","proceedings","Springer","1997","3540628037","paperback","CS","","1","0",""
"2739","Software Agents and Soft Computing: Towards Enhancing Machine Intelligence: Concepts and Applications","One section of this book is devoted to the rationale, philosophy and techniques of the emerging area of soft computing. The final section outlines the broader context in dealing with machine intelligence in general and intelligent software systems in particular.","book","Springer","1997","3540625607","paperback","CS","","1","0",""
"2740","The Design of Intelligent Agents: A Layered Approach","This monograph presents a comprehensive state-of-the-art survey of approaches to the design of intelligent agents. This book bridges the gap between theoretical foundations and practical implementations of intelligent agents.","book","Springer","1996","3540620036","paperback","Cs","","1","0",""
